SUB_ID,ORD,CASE_ID,SOUNDTYPE,SOUNDNUM,SAMEDIFF,MUS_REF,MUS_COM,REF,A,B,C,D,ANS,CORRECT,TIME,COMPLETED,REP
S14,9,27,INSTR,11,same,viulut,viulut,MH,MH,AC,BP,CP,CP,0,18-Jan-2020 21:09:13,0,1
S14,10,10,MUSIC,0,diff,BEE2,BEE1,BP,AC,MH,BP,CP,BP,1,18-Jan-2020 21:09:12,0,1
S14,11,28,INSTR,12,same,viulut,viulut,CP,AC,MH,BP,CP,CP,1,18-Jan-2020 21:09:13,0,1
S14,12,21,INSTR,5,diff,viulut,viulut2,AC,MH,CP,AC,BP,CP,0,18-Jan-2020 21:09:13,0,1
S14,13,31,INSTR,15,diff,viulut,viulut2,MH,MH,CP,BP,AC,MH,1,18-Jan-2020 21:09:13,0,1
S14,14,16,MUSIC,0,same,BEE2,BEE2,CP,BP,CP,MH,AC,AC,0,18-Jan-2020 21:09:12,0,1
S14,15,29,INSTR,13,diff,viulut,viulut2,AC,MH,BP,CP,AC,AC,1,18-Jan-2020 21:09:13,0,1
S14,16,23,INSTR,7,diff,viulut,viulut2,MH,AC,BP,CP,MH,AC,0,18-Jan-2020 21:09:13,0,1
S14,17,22,INSTR,6,diff,viulut,viulut2,BP,CP,AC,BP,MH,MH,0,18-Jan-2020 21:09:13,0,1
S14,18,8,MUSIC,0,diff,BEE1,BEE2,CP,MH,CP,AC,BP,AC,0,18-Jan-2020 21:09:12,0,0
S14,19,7,MUSIC,0,diff,BEE1,BEE2,MH,CP,MH,AC,BP,CP,0,18-Jan-2020 21:09:12,0,0
S14,20,6,MUSIC,0,diff,BEE1,BEE2,BP,CP,BP,AC,MH,CP,0,18-Jan-2020 21:09:12,0,0
S14,21,24,INSTR,8,diff,viulut,viulut2,CP,AC,CP,MH,BP,BP,0,18-Jan-2020 21:09:13,0,1
S14,22,18,INSTR,2,same,viulut,viulut,BP,BP,AC,CP,MH,BP,1,18-Jan-2020 21:09:13,0,1
S14,23,15,MUSIC,0,same,BEE2,BEE2,MH,MH,BP,AC,CP,AC,0,18-Jan-2020 21:09:12,0,1
S14,24,5,MUSIC,0,diff,BEE1,BEE2,AC,BP,CP,MH,AC,BP,0,18-Jan-2020 21:09:12,0,0
S14,25,19,INSTR,3,same,viulut,viulut,MH,BP,AC,MH,CP,BP,0,18-Jan-2020 21:09:13,0,1
S14,26,25,INSTR,9,same,viulut,viulut,AC,MH,AC,BP,CP,BP,0,18-Jan-2020 21:09:13,0,1
S14,27,20,INSTR,4,same,viulut,viulut,CP,BP,AC,MH,CP,MH,0,18-Jan-2020 21:09:13,0,1
S14,28,32,INSTR,16,diff,viulut,viulut2,CP,BP,MH,AC,CP,CP,1,18-Jan-2020 21:09:13,0,1
S14,29,2,MUSIC,0,same,BEE1,BEE1,BP,BP,MH,CP,AC,MH,0,18-Jan-2020 21:09:12,0,0
S14,30,26,INSTR,10,same,viulut,viulut,BP,CP,BP,MH,AC,BP,1,18-Jan-2020 21:09:13,0,1
S14,31,12,MUSIC,0,diff,BEE2,BEE1,CP,CP,MH,BP,AC,CP,1,18-Jan-2020 21:09:12,0,1
S14,32,30,INSTR,14,diff,viulut,viulut2,BP,AC,MH,BP,CP,AC,0,18-Jan-2020 21:09:13,0,1
S15,1,20,INSTR,4,same,viulut,viulut,CP,BP,CP,MH,AC,CP,1,18-Jan-2020 21:09:13,0,1
S15,2,18,INSTR,2,same,viulut,viulut,BP,CP,MH,AC,BP,CP,0,18-Jan-2020 21:09:13,0,1
S15,3,16,MUSIC,0,same,BEE2,BEE2,CP,CP,MH,BP,AC,CP,1,18-Jan-2020 21:09:12,0,1
S15,4,29,INSTR,13,diff,viulut,viulut2,AC,AC,BP,CP,MH,MH,0,18-Jan-2020 21:09:13,0,1
S15,5,32,INSTR,16,diff,viulut,viulut2,CP,MH,AC,CP,BP,MH,0,18-Jan-2020 21:09:13,0,1
S15,6,22,INSTR,6,diff,viulut,viulut2,BP,BP,CP,AC,MH,MH,0,18-Jan-2020 21:09:13,0,1
S15,7,10,MUSIC,0,diff,BEE2,BEE1,BP,AC,CP,MH,BP,BP,1,18-Jan-2020 21:09:12,0,1
S15,8,8,MUSIC,0,diff,BEE1,BEE2,CP,BP,CP,AC,MH,BP,0,18-Jan-2020 21:09:12,0,0
S15,9,17,INSTR,1,same,viulut,viulut,AC,CP,AC,BP,MH,AC,1,18-Jan-2020 21:09:13,0,1
S15,10,5,MUSIC,0,diff,BEE1,BEE2,AC,AC,BP,CP,MH,CP,0,18-Jan-2020 21:09:12,0,0
S15,11,30,INSTR,14,diff,viulut,viulut2,BP,AC,MH,BP,CP,CP,0,18-Jan-2020 21:09:13,0,1
S15,12,26,INSTR,10,same,viulut,viulut,BP,BP,AC,MH,CP,CP,0,18-Jan-2020 21:09:13,0,1
S15,13,11,MUSIC,0,diff,BEE2,BEE1,MH,CP,MH,AC,BP,AC,0,18-Jan-2020 21:09:12,0,1
S15,14,14,MUSIC,0,same,BEE2,BEE2,BP,AC,MH,BP,CP,AC,0,18-Jan-2020 21:09:12,0,1
S15,15,3,MUSIC,0,same,BEE1,BEE1,MH,AC,CP,MH,BP,AC,0,18-Jan-2020 21:09:12,0,0
S15,16,6,MUSIC,0,diff,BEE1,BEE2,BP,BP,CP,AC,MH,MH,0,18-Jan-2020 21:09:12,0,0
S15,17,21,INSTR,5,diff,viulut,viulut2,AC,BP,MH,AC,CP,AC,1,18-Jan-2020 21:09:13,0,1
S15,18,23,INSTR,7,diff,viulut,viulut2,MH,MH,AC,CP,BP,AC,0,18-Jan-2020 21:09:13,0,1
S15,19,15,MUSIC,0,same,BEE2,BEE2,MH,MH,BP,CP,AC,AC,0,18-Jan-2020 21:09:12,0,1
S15,20,24,INSTR,8,diff,viulut,viulut2,CP,CP,AC,BP,MH,MH,0,18-Jan-2020 21:09:13,0,1
S15,21,1,MUSIC,0,same,BEE1,BEE1,AC,CP,MH,AC,BP,AC,1,18-Jan-2020 21:09:12,0,0
S15,22,13,MUSIC,0,same,BEE2,BEE2,AC,AC,BP,CP,MH,MH,0,18-Jan-2020 21:09:12,0,1
S15,23,25,INSTR,9,same,viulut,viulut,AC,BP,CP,MH,AC,MH,0,18-Jan-2020 21:09:13,0,1
S15,24,28,INSTR,12,same,viulut,viulut,CP,CP,BP,AC,MH,AC,0,18-Jan-2020 21:09:13,0,1
S15,25,9,MUSIC,0,diff,BEE2,BEE1,AC,MH,BP,AC,CP,AC,1,18-Jan-2020 21:09:12,0,1
S15,26,19,INSTR,3,same,viulut,viulut,MH,CP,BP,MH,AC,BP,0,18-Jan-2020 21:09:13,0,1
S15,27,12,MUSIC,0,diff,BEE2,BEE1,CP,BP,MH,AC,CP,AC,0,18-Jan-2020 21:09:12,0,1
S15,28,31,INSTR,15,diff,viulut,viulut2,MH,CP,BP,MH,AC,MH,1,18-Jan-2020 21:09:13,0,1
S15,29,7,MUSIC,0,diff,BEE1,BEE2,MH,CP,MH,BP,AC,BP,0,18-Jan-2020 21:09:12,0,0
S15,30,27,INSTR,11,same,viulut,viulut,MH,MH,BP,CP,AC,AC,0,18-Jan-2020 21:09:13,0,1
S15,31,2,MUSIC,0,same,BEE1,BEE1,BP,CP,MH,AC,BP,MH,0,18-Jan-2020 21:09:12,0,0
S15,32,4,MUSIC,0,same,BEE1,BEE1,CP,CP,MH,AC,BP,CP,1,18-Jan-2020 21:09:12,0,0
S16,1,26,INSTR,10,same,viulut,viulut,BP,MH,CP,AC,BP,CP,0,18-Jan-2020 21:09:13,0,1
S16,2,4,MUSIC,0,same,BEE1,BEE1,CP,BP,CP,AC,MH,CP,1,18-Jan-2020 21:09:12,0,0
S16,3,22,INSTR,6,diff,viulut,viulut2,BP,BP,MH,CP,AC,AC,0,18-Jan-2020 21:09:13,0,1
S16,4,19,INSTR,3,same,viulut,viulut,MH,MH,CP,BP,AC,MH,1,18-Jan-2020 21:09:13,0,1
S16,5,1,MUSIC,0,same,BEE1,BEE1,AC,AC,MH,BP,CP,AC,1,18-Jan-2020 21:09:12,0,0
S16,6,16,MUSIC,0,same,BEE2,BEE2,CP,MH,BP,CP,AC,AC,0,18-Jan-2020 21:09:12,0,1
S16,7,27,INSTR,11,same,viulut,viulut,MH,MH,BP,CP,AC,AC,0,18-Jan-2020 21:09:13,0,1
S16,8,29,INSTR,13,diff,viulut,viulut2,AC,AC,MH,BP,CP,MH,0,18-Jan-2020 21:09:13,0,1
S16,9,3,MUSIC,0,same,BEE1,BEE1,MH,CP,AC,MH,BP,CP,0,18-Jan-2020 21:09:12,0,0
S16,10,24,INSTR,8,diff,viulut,viulut2,CP,BP,AC,CP,MH,CP,1,18-Jan-2020 21:09:13,0,1
S16,11,30,INSTR,14,diff,viulut,viulut2,BP,BP,AC,MH,CP,BP,1,18-Jan-2020 21:09:13,0,1
S16,12,31,INSTR,15,diff,viulut,viulut2,MH,BP,AC,CP,MH,CP,0,18-Jan-2020 21:09:13,0,1
S16,13,18,INSTR,2,same,viulut,viulut,BP,AC,MH,BP,CP,BP,1,18-Jan-2020 21:09:13,0,1
S16,14,8,MUSIC,0,diff,BEE1,BEE2,CP,AC,CP,MH,BP,CP,1,18-Jan-2020 21:09:12,0,0
S16,15,11,MUSIC,0,diff,BEE2,BEE1,MH,AC,MH,BP,CP,CP,0,18-Jan-2020 21:09:12,0,1
S16,16,10,MUSIC,0,diff,BEE2,BEE1,BP,BP,AC,MH,CP,AC,0,18-Jan-2020 21:09:12,0,1
S16,17,21,INSTR,5,diff,viulut,viulut2,AC,AC,CP,BP,MH,BP,0,18-Jan-2020 21:09:13,0,1
S16,18,23,INSTR,7,diff,viulut,viulut2,MH,AC,BP,CP,MH,BP,0,18-Jan-2020 21:09:13,0,1
S16,19,5,MUSIC,0,diff,BEE1,BEE2,AC,AC,MH,CP,BP,AC,1,18-Jan-2020 21:09:12,0,0
S16,20,13,MUSIC,0,same,BEE2,BEE2,AC,AC,CP,MH,BP,CP,0,18-Jan-2020 21:09:12,0,1
S16,21,20,INSTR,4,same,viulut,viulut,CP,MH,CP,BP,AC,BP,0,18-Jan-2020 21:09:13,0,1
S16,22,17,INSTR,1,same,viulut,viulut,AC,BP,MH,AC,CP,AC,1,18-Jan-2020 21:09:13,0,1
S16,23,15,MUSIC,0,same,BEE2,BEE2,MH,AC,MH,BP,CP,AC,0,18-Jan-2020 21:09:12,0,1
S16,24,9,MUSIC,0,diff,BEE2,BEE1,AC,CP,AC,MH,BP,CP,0,18-Jan-2020 21:09:12,0,1
S16,25,7,MUSIC,0,diff,BEE1,BEE2,MH,BP,AC,MH,CP,CP,0,18-Jan-2020 21:09:12,0,0
S16,26,14,MUSIC,0,same,BEE2,BEE2,BP,CP,MH,BP,AC,MH,0,18-Jan-2020 21:09:12,0,1
S16,27,32,INSTR,16,diff,viulut,viulut2,CP,CP,BP,MH,AC,AC,0,18-Jan-2020 21:09:13,0,1
S16,28,2,MUSIC,0,same,BEE1,BEE1,BP,MH,AC,BP,CP,BP,1,18-Jan-2020 21:09:12,0,0
S16,29,25,INSTR,9,same,viulut,viulut,AC,AC,CP,MH,BP,AC,1,18-Jan-2020 21:09:13,0,1
S16,30,28,INSTR,12,same,viulut,viulut,CP,BP,MH,AC,CP,CP,1,18-Jan-2020 21:09:13,0,1
S16,31,6,MUSIC,0,diff,BEE1,BEE2,BP,MH,AC,BP,CP,BP,1,18-Jan-2020 21:09:12,0,0
S16,32,12,MUSIC,0,diff,BEE2,BEE1,CP,AC,MH,CP,BP,CP,1,18-Jan-2020 21:09:12,0,1
S17,1,20,INSTR,4,same,viulut,viulut,CP,BP,MH,AC,CP,BP,0,18-Jan-2020 21:09:13,0,1
S17,2,4,MUSIC,0,same,BEE1,BEE1,CP,AC,MH,CP,BP,AC,0,18-Jan-2020 21:09:12,0,0
S17,3,21,INSTR,5,diff,viulut,viulut2,AC,MH,AC,BP,CP,AC,1,18-Jan-2020 21:09:13,0,1
S17,4,6,MUSIC,0,diff,BEE1,BEE2,BP,AC,BP,CP,MH,BP,1,18-Jan-2020 21:09:12,0,0
S17,5,12,MUSIC,0,diff,BEE2,BEE1,CP,AC,BP,CP,MH,BP,0,18-Jan-2020 21:09:12,0,1
S17,6,13,MUSIC,0,same,BEE2,BEE2,AC,MH,CP,AC,BP,CP,0,18-Jan-2020 21:09:12,0,1
S17,7,14,MUSIC,0,same,BEE2,BEE2,BP,BP,AC,MH,CP,CP,0,18-Jan-2020 21:09:12,0,1
S17,8,11,MUSIC,0,diff,BEE2,BEE1,MH,CP,BP,MH,AC,MH,1,18-Jan-2020 21:09:12,0,1
S17,9,7,MUSIC,0,diff,BEE1,BEE2,MH,MH,BP,CP,AC,CP,0,18-Jan-2020 21:09:12,0,0
S17,10,27,INSTR,11,same,viulut,viulut,MH,BP,CP,AC,MH,MH,1,18-Jan-2020 21:09:13,0,1
S17,11,26,INSTR,10,same,viulut,viulut,BP,MH,CP,AC,BP,BP,1,18-Jan-2020 21:09:13,0,1
S17,12,30,INSTR,14,diff,viulut,viulut2,BP,AC,MH,BP,CP,CP,0,18-Jan-2020 21:09:13,0,1
S17,13,16,MUSIC,0,same,BEE2,BEE2,CP,MH,BP,CP,AC,AC,0,18-Jan-2020 21:09:12,0,1
S17,14,22,INSTR,6,diff,viulut,viulut2,BP,MH,AC,BP,CP,AC,0,18-Jan-2020 21:09:13,0,1
S17,15,17,INSTR,1,same,viulut,viulut,AC,AC,BP,CP,MH,MH,0,18-Jan-2020 21:09:13,0,1
S17,16,32,INSTR,16,diff,viulut,viulut2,CP,AC,BP,CP,MH,BP,0,18-Jan-2020 21:09:13,0,1
S17,17,15,MUSIC,0,same,BEE2,BEE2,MH,MH,CP,BP,AC,AC,0,18-Jan-2020 21:09:12,0,1
S17,18,19,INSTR,3,same,viulut,viulut,MH,BP,MH,AC,CP,BP,0,18-Jan-2020 21:09:13,0,1
S17,19,8,MUSIC,0,diff,BEE1,BEE2,CP,BP,AC,CP,MH,BP,0,18-Jan-2020 21:09:12,0,0
S17,20,24,INSTR,8,diff,viulut,viulut2,CP,MH,CP,BP,AC,AC,0,18-Jan-2020 21:09:13,0,1
S17,21,10,MUSIC,0,diff,BEE2,BEE1,BP,CP,BP,MH,AC,AC,0,18-Jan-2020 21:09:12,0,1
S17,22,18,INSTR,2,same,viulut,viulut,BP,AC,CP,MH,BP,MH,0,18-Jan-2020 21:09:13,0,1
S17,23,2,MUSIC,0,same,BEE1,BEE1,BP,BP,MH,AC,CP,CP,0,18-Jan-2020 21:09:12,0,0
S17,24,29,INSTR,13,diff,viulut,viulut2,AC,CP,MH,BP,AC,BP,0,18-Jan-2020 21:09:13,0,1
S17,25,28,INSTR,12,same,viulut,viulut,CP,CP,MH,BP,AC,MH,0,18-Jan-2020 21:09:13,0,1
S17,26,31,INSTR,15,diff,viulut,viulut2,MH,MH,AC,CP,BP,CP,0,18-Jan-2020 21:09:13,0,1
S17,27,1,MUSIC,0,same,BEE1,BEE1,AC,AC,CP,MH,BP,BP,0,18-Jan-2020 21:09:12,0,0
S17,28,3,MUSIC,0,same,BEE1,BEE1,MH,CP,AC,MH,BP,BP,0,18-Jan-2020 21:09:12,0,0
S17,29,25,INSTR,9,same,viulut,viulut,AC,MH,CP,AC,BP,MH,0,18-Jan-2020 21:09:13,0,1
S17,30,5,MUSIC,0,diff,BEE1,BEE2,AC,BP,CP,MH,AC,MH,0,18-Jan-2020 21:09:12,0,0
S17,31,9,MUSIC,0,diff,BEE2,BEE1,AC,AC,CP,BP,MH,AC,1,18-Jan-2020 21:09:12,0,1
S17,32,23,INSTR,7,diff,viulut,viulut2,MH,AC,BP,CP,MH,MH,1,18-Jan-2020 21:09:13,0,1
S18,1,29,INSTR,13,diff,viulut,viulut2,AC,AC,BP,CP,MH,MH,0,18-Jan-2020 21:09:13,0,1
S18,2,25,INSTR,9,same,viulut,viulut,AC,CP,MH,AC,BP,MH,0,18-Jan-2020 21:09:13,0,1
S18,3,15,MUSIC,0,same,BEE2,BEE2,MH,AC,BP,MH,CP,CP,0,18-Jan-2020 21:09:12,0,1
S18,4,16,MUSIC,0,same,BEE2,BEE2,CP,CP,BP,AC,MH,MH,0,18-Jan-2020 21:09:12,0,1
S18,5,1,MUSIC,0,same,BEE1,BEE1,AC,MH,AC,CP,BP,MH,0,18-Jan-2020 21:09:12,0,0
S18,6,14,MUSIC,0,same,BEE2,BEE2,BP,MH,AC,CP,BP,BP,1,18-Jan-2020 21:09:12,0,1
S18,7,2,MUSIC,0,same,BEE1,BEE1,BP,BP,CP,AC,MH,MH,0,18-Jan-2020 21:09:12,0,0
S18,8,10,MUSIC,0,diff,BEE2,BEE1,BP,CP,MH,BP,AC,AC,0,18-Jan-2020 21:09:12,0,1
S18,9,19,INSTR,3,same,viulut,viulut,MH,AC,BP,MH,CP,CP,0,18-Jan-2020 21:09:13,0,1
S18,10,31,INSTR,15,diff,viulut,viulut2,MH,CP,AC,BP,MH,BP,0,18-Jan-2020 21:09:13,0,1
S18,11,32,INSTR,16,diff,viulut,viulut2,CP,CP,BP,AC,MH,BP,0,18-Jan-2020 21:09:13,0,1
S18,12,21,INSTR,5,diff,viulut,viulut2,AC,MH,BP,AC,CP,BP,0,18-Jan-2020 21:09:13,0,1
S18,13,9,MUSIC,0,diff,BEE2,BEE1,AC,MH,BP,CP,AC,CP,0,18-Jan-2020 21:09:12,0,1
S18,14,18,INSTR,2,same,viulut,viulut,BP,AC,MH,BP,CP,AC,0,18-Jan-2020 21:09:13,0,1
S18,15,12,MUSIC,0,diff,BEE2,BEE1,CP,AC,CP,MH,BP,AC,0,18-Jan-2020 21:09:12,0,1
S18,16,6,MUSIC,0,diff,BEE1,BEE2,BP,AC,MH,CP,BP,MH,0,18-Jan-2020 21:09:12,0,0
S18,17,3,MUSIC,0,same,BEE1,BEE1,MH,MH,BP,CP,AC,AC,0,18-Jan-2020 21:09:12,0,0
S18,18,17,INSTR,1,same,viulut,viulut,AC,AC,MH,BP,CP,AC,1,18-Jan-2020 21:09:13,0,1
S18,19,28,INSTR,12,same,viulut,viulut,CP,CP,BP,AC,MH,MH,0,18-Jan-2020 21:09:13,0,1
S18,20,22,INSTR,6,diff,viulut,viulut2,BP,MH,BP,CP,AC,MH,0,18-Jan-2020 21:09:13,0,1
S18,21,5,MUSIC,0,diff,BEE1,BEE2,AC,CP,MH,AC,BP,CP,0,18-Jan-2020 21:09:12,0,0
S18,22,20,INSTR,4,same,viulut,viulut,CP,BP,AC,CP,MH,MH,0,18-Jan-2020 21:09:13,0,1
S18,23,4,MUSIC,0,same,BEE1,BEE1,CP,CP,BP,AC,MH,CP,1,18-Jan-2020 21:09:12,0,0
S18,24,24,INSTR,8,diff,viulut,viulut2,CP,MH,CP,AC,BP,MH,0,18-Jan-2020 21:09:13,0,1
S18,25,13,MUSIC,0,same,BEE2,BEE2,AC,AC,BP,CP,MH,CP,0,18-Jan-2020 21:09:12,0,1
S18,26,27,INSTR,11,same,viulut,viulut,MH,MH,CP,BP,AC,MH,1,18-Jan-2020 21:09:13,0,1
S18,27,7,MUSIC,0,diff,BEE1,BEE2,MH,BP,AC,CP,MH,AC,0,18-Jan-2020 21:09:12,0,0
S18,28,11,MUSIC,0,diff,BEE2,BEE1,MH,MH,AC,CP,BP,AC,0,18-Jan-2020 21:09:12,0,1
S18,29,23,INSTR,7,diff,viulut,viulut2,MH,MH,CP,BP,AC,BP,0,18-Jan-2020 21:09:13,0,1
S18,30,8,MUSIC,0,diff,BEE1,BEE2,CP,BP,AC,CP,MH,MH,0,18-Jan-2020 21:09:12,0,0
S18,31,26,INSTR,10,same,viulut,viulut,BP,AC,BP,CP,MH,BP,1,18-Jan-2020 21:09:13,0,1
S18,32,30,INSTR,14,diff,viulut,viulut2,BP,CP,MH,AC,BP,MH,0,18-Jan-2020 21:09:13,0,1
S19,1,20,INSTR,4,same,viulut,viulut,CP,AC,BP,MH,CP,BP,0,18-Jan-2020 21:09:13,0,1
S19,2,23,INSTR,7,diff,viulut,viulut2,MH,MH,CP,BP,AC,MH,1,18-Jan-2020 21:09:13,0,1
S19,3,13,MUSIC,0,same,BEE2,BEE2,AC,CP,BP,MH,AC,BP,0,18-Jan-2020 21:09:12,0,1
S19,4,3,MUSIC,0,same,BEE1,BEE1,MH,CP,MH,AC,BP,CP,0,18-Jan-2020 21:09:12,0,0
S19,5,17,INSTR,1,same,viulut,viulut,AC,MH,CP,AC,BP,MH,0,18-Jan-2020 21:09:13,0,1
S19,6,18,INSTR,2,same,viulut,viulut,BP,CP,BP,AC,MH,MH,0,18-Jan-2020 21:09:13,0,1
S19,7,21,INSTR,5,diff,viulut,viulut2,AC,AC,MH,CP,BP,CP,0,18-Jan-2020 21:09:13,0,1
S19,8,27,INSTR,11,same,viulut,viulut,MH,BP,MH,CP,AC,BP,0,18-Jan-2020 21:09:13,0,1
S19,9,15,MUSIC,0,same,BEE2,BEE2,MH,BP,CP,AC,MH,CP,0,18-Jan-2020 21:09:12,0,1
S19,10,12,MUSIC,0,diff,BEE2,BEE1,CP,CP,AC,BP,MH,BP,0,18-Jan-2020 21:09:12,0,1
S19,11,5,MUSIC,0,diff,BEE1,BEE2,AC,CP,BP,AC,MH,MH,0,18-Jan-2020 21:09:12,0,0
S19,12,32,INSTR,16,diff,viulut,viulut2,CP,CP,BP,MH,AC,MH,0,18-Jan-2020 21:09:13,0,1
S19,13,9,MUSIC,0,diff,BEE2,BEE1,AC,BP,CP,AC,MH,MH,0,18-Jan-2020 21:09:12,0,1
S19,14,31,INSTR,15,diff,viulut,viulut2,MH,MH,CP,AC,BP,MH,1,18-Jan-2020 21:09:13,0,1
S19,15,26,INSTR,10,same,viulut,viulut,BP,MH,AC,BP,CP,CP,0,18-Jan-2020 21:09:13,0,1
S19,16,4,MUSIC,0,same,BEE1,BEE1,CP,BP,AC,CP,MH,BP,0,18-Jan-2020 21:09:12,0,0
S19,17,14,MUSIC,0,same,BEE2,BEE2,BP,CP,MH,AC,BP,CP,0,18-Jan-2020 21:09:12,0,1
S19,18,19,INSTR,3,same,viulut,viulut,MH,CP,AC,MH,BP,AC,0,18-Jan-2020 21:09:13,0,1
S19,19,1,MUSIC,0,same,BEE1,BEE1,AC,MH,CP,BP,AC,CP,0,18-Jan-2020 21:09:12,0,0
S19,20,24,INSTR,8,diff,viulut,viulut2,CP,MH,AC,CP,BP,MH,0,18-Jan-2020 21:09:13,0,1
S19,21,22,INSTR,6,diff,viulut,viulut2,BP,BP,AC,MH,CP,MH,0,18-Jan-2020 21:09:13,0,1
S19,22,30,INSTR,14,diff,viulut,viulut2,BP,BP,CP,MH,AC,AC,0,18-Jan-2020 21:09:13,0,1
S19,23,10,MUSIC,0,diff,BEE2,BEE1,BP,CP,AC,MH,BP,CP,0,18-Jan-2020 21:09:12,0,1
S19,24,28,INSTR,12,same,viulut,viulut,CP,CP,BP,AC,MH,MH,0,18-Jan-2020 21:09:13,0,1
S19,25,2,MUSIC,0,same,BEE1,BEE1,BP,MH,BP,AC,CP,BP,1,18-Jan-2020 21:09:12,0,0
S19,26,16,MUSIC,0,same,BEE2,BEE2,CP,BP,MH,CP,AC,BP,0,18-Jan-2020 21:09:12,0,1
S19,27,25,INSTR,9,same,viulut,viulut,AC,MH,AC,CP,BP,BP,0,18-Jan-2020 21:09:13,0,1
S19,28,8,MUSIC,0,diff,BEE1,BEE2,CP,BP,MH,CP,AC,MH,0,18-Jan-2020 21:09:12,0,0
S19,29,11,MUSIC,0,diff,BEE2,BEE1,MH,BP,MH,CP,AC,MH,1,18-Jan-2020 21:09:12,0,1
S19,30,7,MUSIC,0,diff,BEE1,BEE2,MH,BP,CP,MH,AC,CP,0,18-Jan-2020 21:09:12,0,0
S19,31,29,INSTR,13,diff,viulut,viulut2,AC,CP,BP,AC,MH,AC,1,18-Jan-2020 21:09:13,0,1
S19,32,6,MUSIC,0,diff,BEE1,BEE2,BP,BP,MH,CP,AC,MH,0,18-Jan-2020 21:09:12,0,0
S20,1,24,INSTR,8,diff,viulut,viulut2,CP,BP,MH,CP,AC,AC,0,18-Jan-2020 21:09:13,0,1
S20,2,23,INSTR,7,diff,viulut,viulut2,MH,MH,AC,CP,BP,CP,0,18-Jan-2020 21:09:13,0,1
S20,3,26,INSTR,10,same,viulut,viulut,BP,MH,BP,CP,AC,MH,0,18-Jan-2020 21:09:13,0,1
S20,4,9,MUSIC,0,diff,BEE2,BEE1,AC,CP,AC,MH,BP,CP,0,18-Jan-2020 21:09:12,0,1
S20,5,15,MUSIC,0,same,BEE2,BEE2,MH,CP,AC,MH,BP,MH,1,18-Jan-2020 21:09:12,0,1
S20,6,18,INSTR,2,same,viulut,viulut,BP,MH,AC,CP,BP,AC,0,18-Jan-2020 21:09:13,0,1
S20,7,2,MUSIC,0,same,BEE1,BEE1,BP,CP,MH,BP,AC,AC,0,18-Jan-2020 21:09:12,0,0
S20,8,12,MUSIC,0,diff,BEE2,BEE1,CP,MH,CP,BP,AC,AC,0,18-Jan-2020 21:09:12,0,1
S20,9,8,MUSIC,0,diff,BEE1,BEE2,CP,MH,BP,CP,AC,AC,0,18-Jan-2020 21:09:12,0,0
S20,10,11,MUSIC,0,diff,BEE2,BEE1,MH,MH,BP,AC,CP,MH,1,18-Jan-2020 21:09:12,0,1
S20,11,32,INSTR,16,diff,viulut,viulut2,CP,AC,MH,CP,BP,AC,0,18-Jan-2020 21:09:13,0,1
S20,12,6,MUSIC,0,diff,BEE1,BEE2,BP,MH,CP,AC,BP,AC,0,18-Jan-2020 21:09:12,0,0
S20,13,21,INSTR,5,diff,viulut,viulut2,AC,AC,MH,BP,CP,MH,0,18-Jan-2020 21:09:13,0,1
S20,14,5,MUSIC,0,diff,BEE1,BEE2,AC,AC,CP,BP,MH,CP,0,18-Jan-2020 21:09:12,0,0
S20,15,10,MUSIC,0,diff,BEE2,BEE1,BP,MH,AC,BP,CP,AC,0,18-Jan-2020 21:09:12,0,1
S20,16,1,MUSIC,0,same,BEE1,BEE1,AC,MH,AC,CP,BP,AC,1,18-Jan-2020 21:09:12,0,0
S20,17,7,MUSIC,0,diff,BEE1,BEE2,MH,MH,AC,CP,BP,AC,0,18-Jan-2020 21:09:12,0,0
S20,18,22,INSTR,6,diff,viulut,viulut2,BP,MH,AC,CP,BP,AC,0,18-Jan-2020 21:09:13,0,1
S20,19,17,INSTR,1,same,viulut,viulut,AC,BP,CP,MH,AC,MH,0,18-Jan-2020 21:09:13,0,1
S20,20,13,MUSIC,0,same,BEE2,BEE2,AC,AC,MH,BP,CP,BP,0,18-Jan-2020 21:09:12,0,1
S20,21,20,INSTR,4,same,viulut,viulut,CP,CP,MH,BP,AC,MH,0,18-Jan-2020 21:09:13,0,1
S20,22,27,INSTR,11,same,viulut,viulut,MH,BP,MH,CP,AC,MH,1,18-Jan-2020 21:09:13,0,1
S20,23,19,INSTR,3,same,viulut,viulut,MH,MH,BP,CP,AC,CP,0,18-Jan-2020 21:09:13,0,1
S20,24,30,INSTR,14,diff,viulut,viulut2,BP,CP,AC,MH,BP,AC,0,18-Jan-2020 21:09:13,0,1
S20,25,3,MUSIC,0,same,BEE1,BEE1,MH,AC,BP,CP,MH,BP,0,18-Jan-2020 21:09:12,0,0
S20,26,28,INSTR,12,same,viulut,viulut,CP,CP,AC,BP,MH,AC,0,18-Jan-2020 21:09:13,0,1
S20,27,29,INSTR,13,diff,viulut,viulut2,AC,MH,CP,BP,AC,AC,1,18-Jan-2020 21:09:13,0,1
S20,28,4,MUSIC,0,same,BEE1,BEE1,CP,MH,BP,CP,AC,AC,0,18-Jan-2020 21:09:12,0,0
S20,29,25,INSTR,9,same,viulut,viulut,AC,BP,CP,AC,MH,AC,1,18-Jan-2020 21:09:13,0,1
